"iter1" "cohort" "hdage_nobase" "beta0" NA NA "est" NA 1.50693298790257 1.19575984712033 1.08724893972233 1.23022180360839 1.40238860100194
"iter1" "cohort" "hdage_nobase" "beta1" NA NA "est" NA -0.101498531776067 -0.0711112433560057 -0.0567095759614427 -0.0488247197437064 -0.0445288676380301
"iter1" "cohort" "hdage_nobase" "gamma" NA NA "est" NA 0 0 0 0 0
"iter1" "cohort" "hdage_nobase" "omega" NA NA "est" NA 0 0 0 0 0
"iter1" "cohort" "mcione" "beta0" NA NA "est" NA 8.37970182515385 7.59980573318936 7.11301644167473 6.88707947306458 7.13723696808399
"iter1" "cohort" "mcione" "beta1" NA NA "est" NA -0.223378955750689 -0.174409926970144 -0.147759242148085 -0.125059243510545 -0.108910361768264
"iter1" "cohort" "mcione" "gamma" NA NA "est" NA 0 0 0 0 0
"iter1" "cohort" "mcione" "omega" NA NA "est" NA 0 0 0 0 0
"iter1" "cohort" "dep2" "beta0" NA NA "est" NA 5.96370308421789 5.2755499858434 4.85497920337574 4.68854621067345 4.89136621551433
"iter1" "cohort" "dep2" "beta1" NA NA "est" NA -0.157133563800089 -0.122826980797603 -0.105894653633056 -0.0932287767027736 -0.0841600126233382
"iter1" "cohort" "dep2" "gamma" NA NA "est" NA 0 0 0 0 0
"iter1" "cohort" "dep2" "omega" NA NA "est" NA 0 0 0 0 0
"iter1" "predict" "hdage_nobase" "beta0" NA NA "est" NA 1.58771590430286 1.22497045089502 1.08915096641673 1.10580724236479 1.26729062511628
"iter1" "predict" "hdage_nobase" "beta1" NA NA "est" NA -0.113499114622004 -0.0775687480723955 -0.0627875829259604 -0.0573551934818395 -0.0517651312583051
"iter1" "predict" "hdage_nobase" "gamma" NA NA "est" NA 0 0 0 0 0
"iter1" "predict" "hdage_nobase" "omega" NA NA "est" NA 0 0 0 0 0
"iter1" "predict" "mcione" "beta0" NA NA "est" NA 6.63778652380609 5.81597477171916 5.64560294852602 5.7516523306021 6.01767813687128
"iter1" "predict" "mcione" "beta1" NA NA "est" NA -0.17374168869097 -0.13559907478872 -0.114541971239672 -0.102931436678468 -0.0983632820293044
"iter1" "predict" "mcione" "gamma" NA NA "est" NA 0 0 0 0 0
"iter1" "predict" "mcione" "omega" NA NA "est" NA 0 0 0 0 0
"iter1" "predict" "dep2" "beta0" NA NA "est" NA 8.34337783228314 7.05605426966259 6.79430717300541 6.71318212307456 7.1340914509405
"iter1" "predict" "dep2" "beta1" NA NA "est" NA -0.204042716893094 -0.156567420288241 -0.132007433924273 -0.116605395490418 -0.108763997848645
"iter1" "predict" "dep2" "gamma" NA NA "est" NA 0 0 0 0 0
"iter1" "predict" "dep2" "omega" NA NA "est" NA 0 0 0 0 0
"iter1" "pharos" "hdage_nobase" "beta0" NA NA "est" NA 5.83874081781484 3.44712148614902 3.28878890038472 3.09642149072179 3.59855926277607
"iter1" "pharos" "hdage_nobase" "beta1" NA NA "est" NA -0.189530410312395 -0.116869301324323 -0.0959421619219808 -0.0779257120743008 -0.0745750032310065
