"iter1" "study1-study2" "event1" "beta0" 0 0 "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "beta1" 0 0 "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "gamma" 0 0 "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "beta0" 0 0 "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "beta1" 0 0 "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "gamma" 0 0 "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "beta0" 0 0 "varest" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "beta1" 0 0 "varest" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "gamma" 0 0 "varest" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "beta0" 0 0 "varest" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "beta1" 0 0 "varest" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "gamma" 0 0 "varest" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "beta0" 0 0 "varlo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "beta1" 0 0 "varlo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "gamma" 0 0 "varlo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "beta0" 0 0 "varlo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "beta1" 0 0 "varlo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "gamma" 0 0 "varlo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "beta0" 0 0 "varhi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "beta1" 0 0 "varhi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "gamma" 0 0 "varhi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "beta0" 0 0 "varhi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "beta1" 0 0 "varhi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "gamma" 0 0 "varhi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "alpha1" 0 "xx0.00131465657614172" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "alpha1" 0 "xx0.101169536844827" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "alpha1" 0 "xx0.201024417113513" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "alpha1" 0 "xx0.300879297382198" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "alpha1" 0 "xx0.400734177650884" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "alpha1" 0 "xx0.5" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "alpha1" 0 "xx0.500589057919569" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "alpha1" 0 "xx0.600443938188255" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "alpha1" 0 "xx0.700298818456941" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "alpha1" 0 "xx0.800153698725626" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "alpha1" 0 "xx0.900008578994312" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event1" "alpha1" 0 "xx0.999863459262997" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "alpha1" 0 "xx0.00131465657614172" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "alpha1" 0 "xx0.101169536844827" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "alpha1" 0 "xx0.201024417113513" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"iter1" "study1-study2" "event2" "alpha1" 0 "xx0.300879297382198" "est" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
