1 46 0.168992248062016 0.175193798449612 0.372868217054264 0.282945736434109
1 51 0.225581395348837 0.118604651162791 0.306201550387597 0.349612403100775
1 56 0.262015503875969 0.0821705426356589 0.243410852713178 0.412403100775194
1 61 0.296124031007752 0.048062015503876 0.186046511627907 0.469767441860465
1 66 0.324031007751938 0.0201550387596899 0.107751937984496 0.548062015503876
2 46 0.120582877959927 0.113296903460838 0.425865209471767 0.340255009107468
2 51 0.164298724954463 0.0695810564663024 0.304553734061931 0.461566484517304
2 56 0.19672131147541 0.0371584699453552 0.225500910746812 0.540619307832423
2 61 0.216393442622951 0.0174863387978142 0.169398907103825 0.59672131147541
2 66 0.227686703096539 0.00619307832422587 0.128233151183971 0.637887067395264
3 46 0.101156069364162 0.180154142581888 0.489402697495183 0.229287090558767
3 51 0.158959537572254 0.122350674373796 0.330443159922929 0.388246628131021
3 56 0.214836223506744 0.0664739884393064 0.283236994219653 0.435452793834297
3 61 0.25626204238921 0.0250481695568401 0.164739884393064 0.553949903660886
3 66 0.279383429672447 0.00192678227360308 0.0732177263969171 0.645472061657033
