"cohort" "hdage_nobase" "beta0" NA NA NA 0 0 0 0 0
"cohort" "hdage_nobase" "beta1" NA NA NA 0 0 0 0 0
"cohort" "hdage_nobase" "gamma" NA NA NA 0 0 0 0 0
"cohort" "hdage_nobase" "omega" NA NA NA 0 0 0 0 0
"cohort" "mcione" "beta0" NA NA NA 0 0 0 0 0
"cohort" "mcione" "beta1" NA NA NA 0 0 0 0 0
"cohort" "mcione" "gamma" NA NA NA 0 0 0 0 0
"cohort" "mcione" "omega" NA NA NA 0 0 0 0 0
"cohort" "tfctwo" "beta0" NA NA NA 0 0 0 0 0
"cohort" "tfctwo" "beta1" NA NA NA 0 0 0 0 0
"cohort" "tfctwo" "gamma" NA NA NA 0 0 0 0 0
"cohort" "tfctwo" "omega" NA NA NA 0 0 0 0 0
"predict" "hdage_nobase" "beta0" NA NA NA 0 0 0 0 0
"predict" "hdage_nobase" "beta1" NA NA NA 0 0 0 0 0
"predict" "hdage_nobase" "gamma" NA NA NA 0 0 0 0 0
"predict" "hdage_nobase" "omega" NA NA NA 0 0 0 0 0
"predict" "mcione" "beta0" NA NA NA 0 0 0 0 0
"predict" "mcione" "beta1" NA NA NA 0 0 0 0 0
"predict" "mcione" "gamma" NA NA NA 0 0 0 0 0
"predict" "mcione" "omega" NA NA NA 0 0 0 0 0
"predict" "tfctwo" "beta0" NA NA NA 0 0 0 0 0
"predict" "tfctwo" "beta1" NA NA NA 0 0 0 0 0
"predict" "tfctwo" "gamma" NA NA NA 0 0 0 0 0
"predict" "tfctwo" "omega" NA NA NA 0 0 0 0 0
"pharos" "hdage_nobase" "beta0" NA NA NA 0 0 0 0 0
"pharos" "hdage_nobase" "beta1" NA NA NA 0 0 0 0 0
"pharos" "hdage_nobase" "gamma" NA NA NA 0 0 0 0 0
"pharos" "hdage_nobase" "omega" NA NA NA 0 0 0 0 0
"pharos" "mcione" "beta0" NA NA NA 0 0 0 0 0
"pharos" "mcione" "beta1" NA NA NA 0 0 0 0 0
"pharos" "mcione" "gamma" NA NA NA 0 0 0 0 0
"pharos" "mcione" "omega" NA NA NA 0 0 0 0 0
"pharos" "tfctwo" "beta0" NA NA NA 0 0 0 0 0
"pharos" "tfctwo" "beta1" NA NA NA 0 0 0 0 0
"pharos" "tfctwo" "gamma" NA NA NA 0 0 0 0 0
"pharos" "tfctwo" "omega" NA NA NA 0 0 0 0 0
"cohort" "hdage_nobase" "alpha1" NA "xx36" NA 0 0 0 0 0
"cohort" "hdage_nobase" "alpha1" NA "xx37.4" NA 0 0 0 0 0
"cohort" "hdage_nobase" "alpha1" NA "xx38.8" NA 0 0 0 0 0
"cohort" "hdage_nobase" "alpha1" NA "xx40.2" NA 0 0 0 0 0
"cohort" "hdage_nobase" "alpha1" NA "xx41.6" NA 0 0 0 0 0
"cohort" "hdage_nobase" "alpha1" NA "xx43" NA 0 0 0 0 0
"cohort" "hdage_nobase" "alpha1" NA "xx44.4" NA 0 0 0 0 0
"cohort" "hdage_nobase" "alpha1" NA "xx45.8" NA 0 0 0 0 0
"cohort" "hdage_nobase" "alpha1" NA "xx46" NA 0 0 0 0 0
"cohort" "hdage_nobase" "alpha1" NA "xx47.2" NA 0 0 0 0 0
"cohort" "hdage_nobase" "alpha1" NA "xx48" NA 0 0 0 0 0
"cohort" "hdage_nobase" "alpha1" NA "xx48.6" NA 0 0 0 0 0
"cohort" "hdage_nobase" "alpha1" NA "xx50" NA 0 0 0 0 0
"cohort" "mcione" "alpha1" NA "xx36" NA 0 0 0 0 0
"cohort" "mcione" "alpha1" NA "xx37.4" NA 0 0 0 0 0
"cohort" "mcione" "alpha1" NA "xx38.8" NA 0 0 0 0 0
"cohort" "mcione" "alpha1" NA "xx40.2" NA 0 0 0 0 0
"cohort" "mcione" "alpha1" NA "xx41.6" NA 0 0 0 0 0
"cohort" "mcione" "alpha1" NA "xx43" NA 0 0 0 0 0
"cohort" "mcione" "alpha1" NA "xx44.4" NA 0 0 0 0 0
"cohort" "mcione" "alpha1" NA "xx45.8" NA 0 0 0 0 0
"cohort" "mcione" "alpha1" NA "xx46" NA 0 0 0 0 0
"cohort" "mcione" "alpha1" NA "xx47.2" NA 0 0 0 0 0
"cohort" "mcione" "alpha1" NA "xx48" NA 0 0 0 0 0
"cohort" "mcione" "alpha1" NA "xx48.6" NA 0 0 0 0 0
"cohort" "mcione" "alpha1" NA "xx50" NA 0 0 0 0 0
"cohort" "tfctwo" "alpha1" NA "xx36" NA 0 0 0 0 0
"cohort" "tfctwo" "alpha1" NA "xx37.4" NA 0 0 0 0 0
"cohort" "tfctwo" "alpha1" NA "xx38.8" NA 0 0 0 0 0
"cohort" "tfctwo" "alpha1" NA "xx40.2" NA 0 0 0 0 0
"cohort" "tfctwo" "alpha1" NA "xx41.6" NA 0 0 0 0 0
"cohort" "tfctwo" "alpha1" NA "xx43" NA 0 0 0 0 0
"cohort" "tfctwo" "alpha1" NA "xx44.4" NA 0 0 0 0 0
"cohort" "tfctwo" "alpha1" NA "xx45.8" NA 0 0 0 0 0
"cohort" "tfctwo" "alpha1" NA "xx46" NA 0 0 0 0 0
"cohort" "tfctwo" "alpha1" NA "xx47.2" NA 0 0 0 0 0
"cohort" "tfctwo" "alpha1" NA "xx48" NA 0 0 0 0 0
"cohort" "tfctwo" "alpha1" NA "xx48.6" NA 0 0 0 0 0
"cohort" "tfctwo" "alpha1" NA "xx50" NA 0 0 0 0 0
"predict" "hdage_nobase" "alpha1" NA "xx36" NA 0 0 0 0 0
"predict" "hdage_nobase" "alpha1" NA "xx37.4" NA 0 0 0 0 0
"predict" "hdage_nobase" "alpha1" NA "xx38.8" NA 0 0 0 0 0
"predict" "hdage_nobase" "alpha1" NA "xx40.2" NA 0 0 0 0 0
"predict" "hdage_nobase" "alpha1" NA "xx41.6" NA 0 0 0 0 0
"predict" "hdage_nobase" "alpha1" NA "xx43" NA 0 0 0 0 0
"predict" "hdage_nobase" "alpha1" NA "xx44.4" NA 0 0 0 0 0
"predict" "hdage_nobase" "alpha1" NA "xx45.8" NA 0 0 0 0 0
"predict" "hdage_nobase" "alpha1" NA "xx46" NA 0 0 0 0 0
"predict" "hdage_nobase" "alpha1" NA "xx47.2" NA 0 0 0 0 0
"predict" "hdage_nobase" "alpha1" NA "xx48" NA 0 0 0 0 0
"predict" "hdage_nobase" "alpha1" NA "xx48.6" NA 0 0 0 0 0
"predict" "hdage_nobase" "alpha1" NA "xx50" NA 0 0 0 0 0
"predict" "mcione" "alpha1" NA "xx36" NA 0 0 0 0 0
"predict" "mcione" "alpha1" NA "xx37.4" NA 0 0 0 0 0
"predict" "mcione" "alpha1" NA "xx38.8" NA 0 0 0 0 0
"predict" "mcione" "alpha1" NA "xx40.2" NA 0 0 0 0 0
"predict" "mcione" "alpha1" NA "xx41.6" NA 0 0 0 0 0
