"iter1" "cohort-predict" "hdage_nobase" "beta0" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-predict" "hdage_nobase" "beta1" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-predict" "hdage_nobase" "gamma" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-predict" "hdage_nobase" "omega" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-predict" "mcione" "beta0" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-predict" "mcione" "beta1" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-predict" "mcione" "gamma" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-predict" "mcione" "omega" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-predict" "tfctwo" "beta0" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-predict" "tfctwo" "beta1" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-predict" "tfctwo" "gamma" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-predict" "tfctwo" "omega" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-pharos" "hdage_nobase" "beta0" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-pharos" "hdage_nobase" "beta1" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-pharos" "hdage_nobase" "gamma" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-pharos" "hdage_nobase" "omega" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-pharos" "mcione" "beta0" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-pharos" "mcione" "beta1" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-pharos" "mcione" "gamma" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-pharos" "mcione" "omega" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-pharos" "tfctwo" "beta0" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-pharos" "tfctwo" "beta1" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-pharos" "tfctwo" "gamma" 0 0 "est" 0 0 0 0 0
"iter1" "cohort-pharos" "tfctwo" "omega" 0 0 "est" 0 0 0 0 0
"iter1" "predict-pharos" "hdage_nobase" "beta0" 0 0 "est" 0 0 0 0 0
"iter1" "predict-pharos" "hdage_nobase" "beta1" 0 0 "est" 0 0 0 0 0
