"iter1" "cohort" "hdage_nobase" "beta0" NA NA "est" NA 3.43077620634337 2.79572366759739 2.20471223457958 1.90266740043776 1.92797225433069
"iter1" "cohort" "hdage_nobase" "beta1" NA NA "est" NA -0.122526225322644 -0.100291602155594 -0.0799852835921779 -0.0674465822543551 -0.059157495448566
"iter1" "cohort" "hdage_nobase" "gamma" NA NA "est" NA 0 0 0 0 0
"iter1" "cohort" "hdage_nobase" "omega" NA NA "est" NA 0 0 0 0 0
"iter1" "cohort" "mcione" "beta0" NA NA "est" NA 6.71738256817552 6.07357024991472 6.01081197090089 6.09334203129199 6.30490787872538
"iter1" "cohort" "mcione" "beta1" NA NA "est" NA -0.187533612297975 -0.152707231408986 -0.12974118759532 -0.113983054016628 -0.100854863423407
"iter1" "cohort" "mcione" "gamma" NA NA "est" NA 0 0 0 0 0
"iter1" "cohort" "mcione" "omega" NA NA "est" NA 0 0 0 0 0
"iter1" "cohort" "tfctwo" "beta0" NA NA "est" NA 2.43740661541573 1.99805634280529 2.01692691977431 2.10026269492754 2.16619092454252
"iter1" "cohort" "tfctwo" "beta1" NA NA "est" NA -0.107174349416438 -0.088426378144219 -0.0686577359760698 -0.0559706162493995 -0.0499040825895322
"iter1" "cohort" "tfctwo" "gamma" NA NA "est" NA 0 0 0 0 0
"iter1" "cohort" "tfctwo" "omega" NA NA "est" NA 0 0 0 0 0
"iter1" "predict" "hdage_nobase" "beta0" NA NA "est" NA 1.26814576839342 0.759190756784523 0.791784480604438 0.672554923475774 0.747684602026623
"iter1" "predict" "hdage_nobase" "beta1" NA NA "est" NA -0.10948620108123 -0.0791603439165647 -0.0673937049840551 -0.0635488233848393 -0.0483718522110363
"iter1" "predict" "hdage_nobase" "gamma" NA NA "est" NA 0 0 0 0 0
"iter1" "predict" "hdage_nobase" "omega" NA NA "est" NA 0 0 0 0 0
"iter1" "predict" "mcione" "beta0" NA NA "est" NA 6.78361035006513 6.13568315425019 5.83801282880103 5.72575823725965 5.79974560638781
"iter1" "predict" "mcione" "beta1" NA NA "est" NA -0.195706110762974 -0.153927716814326 -0.128316718320148 -0.113949148203053 -0.100538745320618
"iter1" "predict" "mcione" "gamma" NA NA "est" NA 0 0 0 0 0
"iter1" "predict" "mcione" "omega" NA NA "est" NA 0 0 0 0 0
"iter1" "predict" "tfctwo" "beta0" NA NA "est" NA 1.85865228287735 1.34094304073825 1.01567077230473 0.924447291777875 1.08053536905367
"iter1" "predict" "tfctwo" "beta1" NA NA "est" NA -0.109477306577553 -0.0840475078856787 -0.0731287591737965 -0.0626300245429726 -0.0552592237163147
"iter1" "predict" "tfctwo" "gamma" NA NA "est" NA 0 0 0 0 0
"iter1" "predict" "tfctwo" "omega" NA NA "est" NA 0 0 0 0 0
"iter1" "pharos" "hdage_nobase" "beta0" NA NA "est" NA 6.67128850968748 5.23154671886977 3.67278203870924 2.63507971697365 2.77204273765209
"iter1" "pharos" "hdage_nobase" "beta1" NA NA "est" NA -0.263317568353114 -0.170001677855338 -0.121627141121611 -0.0728671949895759 -0.0699987890543906
