1 46 0.158139534883721 0.186821705426357 0.387596899224806 0.267441860465116
1 51 0.201550387596899 0.143410852713178 0.341085271317829 0.313953488372093
1 56 0.248837209302326 0.0961240310077519 0.255038759689922 0.4
1 61 0.289147286821705 0.0558139534883721 0.208527131782946 0.446511627906977
1 66 0.322480620155039 0.0224806201550388 0.148062015503876 0.506976744186047
2 46 0.108925318761384 0.116575591985428 0.468852459016393 0.305646630236794
2 51 0.148998178506375 0.0765027322404372 0.364663023679417 0.409836065573771
2 56 0.181420765027322 0.04408014571949 0.300910746812386 0.473588342440801
2 61 0.198178506375228 0.0273224043715847 0.25391621129326 0.520582877959927
2 66 0.214936247723133 0.0105646630236794 0.13879781420765 0.635701275045537
3 46 0.0741811175337187 0.202312138728324 0.543352601156069 0.180154142581888
3 51 0.130057803468208 0.146435452793834 0.39402697495183 0.329479768786127
3 56 0.185934489402697 0.0905587668593449 0.262042389210019 0.461464354527938
3 61 0.24373795761079 0.0327552986512524 0.200385356454721 0.523121387283237
3 66 0.266859344894027 0.00963391136801541 0.149325626204239 0.574181117533719
